frame,gender,sent,sentence_type,scope,tokens,logprobs
8,m,Every chef cooked in the kitchen. He danced to the background music.,uni,outScope,Every| chef| cooked| in| the| kitchen|.| He| danced| to| the| background| music|.,"[-10.891827, -9.877889, -3.2605221, -1.4022222, -1.6415917, -1.9860343, -4.136331, -9.107612, -3.3653536, -0.53380775, -6.3747163, -0.36174276, -1.1361455]"
8,m,No chef cooked in the kitchen before he danced to the background music.,no,inScope,No| chef| cooked| in| the| kitchen| before| he| danced| to| the| background| music|.,"[-12.254671, -8.711826, -3.1924818, -1.4826719, -1.5276835, -6.2332525, -5.100251, -10.711865, -3.398587, -1.2498013, -6.574398, -1.0172782, -1.4883218]"
8,m,No chef cooked in the kitchen. He danced to the background music.,no,outScope,No| chef| cooked| in| the| kitchen|.| He| danced| to| the| background| music|.,"[-12.254671, -8.711826, -3.1924818, -1.4826719, -1.5276835, -1.5464962, -5.39378, -10.618286, -3.456323, -1.0604204, -5.6660547, -0.61488855, -1.3006395]"
8,f,A chef cooked in the kitchen before she danced to the background music.,ext,inScope,A| chef| cooked| in| the| kitchen| before| she| danced| to| the| background| music|.,"[-11.0345335, -7.7413783, -4.5931635, -1.5842315, -2.0518174, -5.4030538, -3.8514447, -7.050122, -3.1145663, -1.4216393, -6.1056614, -1.0584211, -1.3254824]"
8,f,A chef cooked in the kitchen. She danced to the background music.,ext,outScope,A| chef| cooked| in| the| kitchen|.| She| danced| to| the| background| music|.,"[-11.0345335, -7.7413783, -4.5931635, -1.5842315, -2.0518174, -2.3267655, -3.818284, -8.455557, -2.9270506, -0.5828126, -5.747456, -0.35820788, -1.0442135]"
8,f,Every chef cooked in the kitchen before she danced to the background music.,uni,inScope,Every| chef| cooked| in| the| kitchen| before| she| danced| to| the| background| music|.,"[-10.891827, -9.877889, -3.2605221, -1.4022222, -1.6415917, -5.1725035, -4.5848994, -7.8232517, -3.4475574, -0.95352286, -6.004479, -1.230672, -1.2676117]"
8,f,Every chef cooked in the kitchen. She danced to the background music.,uni,outScope,Every| chef| cooked| in| the| kitchen|.| She| danced| to| the| background| music|.,"[-10.891827, -9.877889, -3.2605221, -1.4022222, -1.6415917, -1.9860343, -5.062576, -8.338856, -3.1896107, -0.5695432, -5.9161873, -0.3477609, -1.2616237]"
8,f,No chef cooked in the kitchen before she danced to the background music.,no,inScope,No| chef| cooked| in| the| kitchen| before| she| danced| to| the| background| music|.,"[-12.254671, -8.711826, -3.1924818, -1.4826719, -1.5276835, -6.2332525, -5.322361, -10.001871, -3.3314145, -1.3219715, -6.111203, -0.8546894, -1.3896934]"
8,f,No chef cooked in the kitchen. She danced to the background music.,no,outScope,No| chef| cooked| in| the| kitchen|.| She| danced| to| the| background| music|.,"[-12.254671, -8.711826, -3.1924818, -1.4826719, -1.5276835, -1.5464962, -5.836424, -10.19043, -3.297294, -1.1111373, -5.5131216, -0.5447339, -1.4115423]"
8,p,A chef cooked in the kitchen before they danced to the background music.,ext,inScope,A| chef| cooked| in| the| kitchen| before| they| danced| to| the| background| music|.,"[-11.0345335, -7.7413783, -4.5931635, -1.5842315, -2.0518174, -5.4030538, -4.01578, -8.323061, -2.8778539, -1.3231138, -6.4363823, -0.5726163, -1.129925]"
8,p,A chef cooked in the kitchen. They danced to the background music.,ext,outScope,A| chef| cooked| in| the| kitchen|.| They| danced| to| the| background| music|.,"[-11.0345335, -7.7413783, -4.5931635, -1.5842315, -2.0518174, -2.3267655, -4.5774245, -8.632971, -2.9424548, -0.79354984, -6.3254023, -0.37339884, -0.87019336]"
8,p,Every chef cooked in the kitchen before they danced to the background music.,uni,inScope,Every| chef| cooked| in| the| kitchen| before| they| danced| to| the| background| music|.,"[-10.891827, -9.877889, -3.2605221, -1.4022222, -1.6415917, -5.1725035, -3.1105027, -9.02849, -3.2364864, -0.82211983, -6.3874183, -0.64489794, -1.1875553]"
8,p,Every chef cooked in the kitchen. They danced to the background music.,uni,outScope,Every| chef| cooked| in| the| kitchen|.| They| danced| to| the| background| music|.,"[-10.891827, -9.877889, -3.2605221, -1.4022222, -1.6415917, -1.9860343, -3.2987618, -8.809985, -3.0969374, -0.593839, -6.341871, -0.30171514, -0.9743545]"
8,p,No chef cooked in the kitchen before they danced to the background music.,no,inScope,No| chef| cooked| in| the| kitchen| before| they| danced| to| the| background| music|.,"[-12.254671, -8.711826, -3.1924818, -1.4826719, -1.5276835, -6.2332525, -4.3125553, -12.198397, -3.4105086, -1.2424215, -6.6113234, -0.56097615, -1.2629107]"
8,p,No chef cooked in the kitchen. They danced to the background music.,no,outScope,No| chef| cooked| in| the| kitchen|.| They| danced| to| the| background| music|.,"[-12.254671, -8.711826, -3.1924818, -1.4826719, -1.5276835, -1.5464962, -4.3751044, -11.510908, -3.0516882, -1.2293183, -6.092784, -0.37608954, -1.1720257]"
9,m,A hunter hid in the bushes before he listened for footsteps.,ext,inScope,A| hunter| hid| in| the| bushes| before| he| listened| for| footsteps|.,"[-11.61852, -11.377513, -1.2231985, -0.7174321, -1.7123234, -4.9446325, -2.4994373, -9.530599, -2.830049, -4.283612, -1.0914474]"
9,m,A hunter hid in the bushes. He listened for footsteps.,ext,outScope,A| hunter| hid| in| the| bushes|.| He| listened| for| footsteps|.,"[-11.61852, -11.377513, -1.2231985, -0.7174321, -1.7123234, -3.0723753, -1.5209035, -4.8653564, -2.0369186, -4.741273, -1.1515913]"
9,m,Every hunter hid in the bushes before he listened for footsteps.,uni,inScope,Every| hunter| hid| in| the| bushes| before| he| listened| for| footsteps|.,"[-11.656713, -13.15386, -1.8217696, -0.62717074, -2.342976, -5.59566, -2.845828, -8.063438, -2.5581994, -4.7503533, -1.1067146]"
9,m,Every hunter hid in the bushes. He listened for footsteps.,uni,outScope,Every| hunter| hid| in| the| bushes|.| He| listened| for| footsteps|.,"[-11.656713, -13.15386, -1.8217696, -0.62717074, -2.342976, -1.9964083, -3.357644, -5.4567533, -1.827469, -4.250164, -1.2962167]"
9,m,No hunter hid in the bushes before he listened for footsteps.,no,inScope,No| hunter| hid| in| the| bushes| before| he| listened| for| footsteps|.,"[-12.391554, -12.786664, -2.609985, -0.6040782, -2.4420702, -6.1129203, -3.2863512, -8.127442, -2.2879014, -4.0801477, -1.1175538]"
9,m,No hunter hid in the bushes. He listened for footsteps.,no,outScope,No| hunter| hid| in| the| bushes|.| He| listened| for| footsteps|.,"[-12.391554, -12.786664, -2.609985, -0.6040782, -2.4420702, -1.9084266, -2.296397, -6.084542, -2.3227737, -3.932415, -1.4314088]"
9,f,A hunter hid in the bushes before she listened for footsteps.,ext,inScope,A| hunter| hid| in| the| bushes| before| she| listened| for| footsteps|.,"[-11.61852, -11.377513, -1.2231985, -0.7174321, -1.7123234, -4.9446325, -4.3197327, -9.994469, -2.760909, -4.185075, -1.0559562]"
9,f,A hunter hid in the bushes. She listened for footsteps.,ext,outScope,A| hunter| hid| in| the| bushes|.| She| listened| for| footsteps|.,"[-11.61852, -11.377513, -1.2231985, -0.7174321, -1.7123234, -3.0723753, -3.8560858, -4.9946947, -2.0034223, -4.2437096, -1.2006892]"
9,f,Every hunter hid in the bushes before she listened for footsteps.,uni,inScope,Every| hunter| hid| in| the| bushes| before| she| listened| for| footsteps|.,"[-11.656713, -13.15386, -1.8217696, -0.62717074, -2.342976, -5.59566, -4.5956326, -9.747391, -3.2993352, -4.2300835, -1.0225551]"
9,f,Every hunter hid in the bushes. She listened for footsteps.,uni,outScope,Every| hunter| hid| in| the| bushes|.| She| listened| for| footsteps|.,"[-11.656713, -13.15386, -1.8217696, -0.62717074, -2.342976, -1.9964083, -5.537304, -6.152095, -1.9295136, -3.8154163, -1.269431]"
9,f,No hunter hid in the bushes before she listened for footsteps.,no,inScope,No| hunter| hid| in| the| bushes| before| she| listened| for| footsteps|.,"[-12.391554, -12.786664, -2.609985, -0.6040782, -2.4420702, -6.1129203, -4.5470014, -9.884896, -2.7862124, -3.653799, -1.0152432]"
9,f,No hunter hid in the bushes. She listened for footsteps.,no,outScope,No| hunter| hid| in| the| bushes|.| She| listened| for| footsteps|.,"[-12.391554, -12.786664, -2.609985, -0.6040782, -2.4420702, -1.9084266, -4.853553, -6.2289023, -2.1164985, -3.5980952, -1.4993533]"
9,p,A hunter hid in the bushes before they listened for footsteps.,ext,inScope,A| hunter| hid| in| the| bushes| before| they| listened| for| footsteps|.,"[-11.61852, -11.377513, -1.2231985, -0.7174321, -1.7123234, -4.9446325, -4.8404474, -9.7425995, -2.392314, -4.3835697, -1.1840829]"
9,p,A hunter hid in the bushes. They listened for footsteps.,ext,outScope,A| hunter| hid| in| the| bushes|.| They| listened| for| footsteps|.,"[-11.61852, -11.377513, -1.2231985, -0.7174321, -1.7123234, -3.0723753, -4.915983, -6.73318, -1.8715118, -4.2076364, -1.2118955]"
9,p,Every hunter hid in the bushes before they listened for footsteps.,uni,inScope,Every| hunter| hid| in| the| bushes| before| they| listened| for| footsteps|.,"[-11.656713, -13.15386, -1.8217696, -0.62717074, -2.342976, -5.59566, -2.712985, -7.7144427, -2.5556471, -5.0646687, -1.1383805]"
9,p,Every hunter hid in the bushes. They listened for footsteps.,uni,outScope,Every| hunter| hid| in| the| bushes|.| They| listened| for| footsteps|.,"[-11.656713, -13.15386, -1.8217696, -0.62717074, -2.342976, -1.9964083, -3.0024548, -5.3427887, -1.5242803, -4.246316, -1.3006543]"
9,p,No hunter hid in the bushes before they listened for footsteps.,no,inScope,No| hunter| hid| in| the| bushes| before| they| listened| for| footsteps|.,"[-12.391554, -12.786664, -2.609985, -0.6040782, -2.4420702, -6.1129203, -3.8502493, -7.81755, -2.1002324, -4.6310825, -1.2126377]"
9,p,No hunter hid in the bushes. They listened for footsteps.,no,outScope,No| hunter| hid| in| the| bushes|.| They| listened| for| footsteps|.,"[-12.391554, -12.786664, -2.609985, -0.6040782, -2.4420702, -1.9084266, -2.6215808, -6.584367, -1.8918709, -3.8636546, -1.5068759]"
10,m,A player rested on the bench before he cheered for the team.,ext,inScope,A| player| rested| on| the| bench| before| he| cheered| for| the| team|.,"[-9.087257, -11.467647, -2.1542125, -1.0952075, -1.4044679, -5.6541796, -3.4498243, -10.778714, -2.1450062, -1.3428453, -1.9159698, -1.4573537]"
10,m,A player rested on the bench. He cheered for the team.,ext,outScope,A| player| rested| on| the| bench|.| He| cheered| for| the| team|.,"[-9.087257, -11.467647, -2.1542125, -1.0952075, -1.4044679, -2.2599344, -2.32238, -8.856214, -1.9301636, -1.1957974, -1.5394269, -2.0868397]"
10,m,Every player rested on the bench before he cheered for the team.,uni,inScope,Every| player| rested| on| the| bench| before| he| cheered| for| the| team|.,"[-7.510354, -11.266685, -2.8102968, -1.2858813, -1.0845128, -4.642288, -4.461696, -10.943354, -2.2647, -1.2987555, -2.0748856, -1.5470177]"
10,m,Every player rested on the bench. He cheered for the team.,uni,outScope,Every| player| rested| on| the| bench|.| He| cheered| for| the| team|.,"[-7.510354, -11.266685, -2.8102968, -1.2858813, -1.0845128, -1.9516314, -4.0997987, -9.071823, -1.9630039, -1.291795, -1.8592538, -2.0579734]"
10,m,No player rested on the bench before he cheered for the team.,no,inScope,No| player| rested| on| the| bench| before| he| cheered| for| the| team|.,"[-9.558778, -11.858217, -2.6681654, -1.4462076, -1.02399, -6.281431, -4.283032, -11.628078, -2.5218844, -1.4592766, -2.1978126, -1.6828736]"
10,m,No player rested on the bench. He cheered for the team.,no,outScope,No| player| rested| on| the| bench|.| He| cheered| for| the| team|.,"[-9.558778, -11.858217, -2.6681654, -1.4462076, -1.02399, -2.1021163, -3.686176, -9.421253, -2.365441, -1.280463, -1.8069042, -2.0572977]"
10,f,A player rested on the bench before she cheered for the team.,ext,inScope,A| player| rested| on| the| bench| before| she| cheered| for| the| team|.,"[-9.087257, -11.467647, -2.1542125, -1.0952075, -1.4044679, -5.6541796, -6.4440403, -9.7547655, -2.2056754, -1.7458282, -1.824344, -1.3869394]"
10,f,A player rested on the bench. She cheered for the team.,ext,outScope,A| player| rested| on| the| bench|.| She| cheered| for| the| team|.,"[-9.087257, -11.467647, -2.1542125, -1.0952075, -1.4044679, -2.2599344, -5.2100477, -8.03244, -1.6639003, -1.6164799, -1.4865938, -2.34045]"
10,f,Every player rested on the bench before she cheered for the team.,uni,inScope,Every| player| rested| on| the| bench| before| she| cheered| for| the| team|.,"[-7.510354, -11.266685, -2.8102968, -1.2858813, -1.0845128, -4.642288, -7.4825974, -10.115558, -2.5036483, -1.6467259, -2.120033, -1.4961315]"
10,f,Every player rested on the bench. She cheered for the team.,uni,outScope,Every| player| rested| on| the| bench|.| She| cheered| for| the| team|.,"[-7.510354, -11.266685, -2.8102968, -1.2858813, -1.0845128, -1.9516314, -6.8434157, -8.1624365, -1.7732656, -1.3396177, -1.8022051, -2.2531915]"
10,f,No player rested on the bench before she cheered for the team.,no,inScope,No| player| rested| on| the| bench| before| she| cheered| for| the| team|.,"[-9.558778, -11.858217, -2.6681654, -1.4462076, -1.02399, -6.281431, -7.8453813, -10.497628, -2.490225, -1.6096478, -2.3062398, -1.5519067]"
10,f,No player rested on the bench. She cheered for the team.,no,outScope,No| player| rested| on| the| bench|.| She| cheered| for| the| team|.,"[-9.558778, -11.858217, -2.6681654, -1.4462076, -1.02399, -2.1021163, -6.80112, -8.177358, -1.988697, -1.5551443, -1.7718368, -2.3807037]"
10,p,A player rested on the bench before they cheered for the team.,ext,inScope,A| player| rested| on| the| bench| before| they| cheered| for| the| team|.,"[-9.087257, -11.467647, -2.1542125, -1.0952075, -1.4044679, -5.6541796, -5.048652, -9.611446, -2.3893433, -1.3508626, -1.7469143, -1.4028]"
10,p,A player rested on the bench. They cheered for the team.,ext,outScope,A| player| rested| on| the| bench|.| They| cheered| for| the| team|.,"[-9.087257, -11.467647, -2.1542125, -1.0952075, -1.4044679, -2.2599344, -4.177249, -8.137892, -2.0118253, -1.3685002, -2.0574195, -1.9651681]"
10,p,Every player rested on the bench before they cheered for the team.,uni,inScope,Every| player| rested| on| the| bench| before| they| cheered| for| the| team|.,"[-7.510354, -11.266685, -2.8102968, -1.2858813, -1.0845128, -4.642288, -3.9825342, -9.604831, -2.1514988, -1.253786, -2.0859096, -1.5215727]"
10,p,Every player rested on the bench. They cheered for the team.,uni,outScope,Every| player| rested| on| the| bench|.| They| cheered| for| the| team|.,"[-7.510354, -11.266685, -2.8102968, -1.2858813, -1.0845128, -1.9516314, -3.6354403, -8.129111, -1.7485758, -1.2999116, -2.123662, -1.9257647]"
10,p,No player rested on the bench before they cheered for the team.,no,inScope,No| player| rested| on| the| bench| before| they| cheered| for| the| team|.,"[-9.558778, -11.858217, -2.6681654, -1.4462076, -1.02399, -6.281431, -4.4909368, -11.087148, -2.4878492, -1.5569875, -2.1061668, -1.6176337]"
10,p,No player rested on the bench. They cheered for the team.,no,outScope,No| player| rested| on| the| bench|.| They| cheered| for| the| team|.,"[-9.558778, -11.858217, -2.6681654, -1.4462076, -1.02399, -2.1021163, -3.4126432, -9.568408, -2.1623173, -1.4880651, -2.2683692, -1.8315449]"
11,m,A police stood by the intersection before he waved at the cars.,ext,inScope,A| police| stood| by| the| intersection| before| he| waved| at| the| cars|.,"[-9.951789, -12.942155, -2.0446448, -2.1279387, -6.6816144, -6.6095, -4.1669893, -6.925997, -3.079093, -1.0473655, -4.7209415, -1.7726468]"
11,m,A police stood by the intersection. He waved at the cars.,ext,outScope,A| police| stood| by| the| intersection|.| He| waved| at| the| cars|.,"[-9.951789, -12.942155, -2.0446448, -2.1279387, -6.6816144, -2.9840946, -2.7082577, -4.330068, -2.0543728, -1.0225013, -4.2647676, -2.0535872]"
11,m,Every police stood by the intersection before he waved at the cars.,uni,inScope,Every| police| stood| by| the| intersection| before| he| waved| at| the| cars|.,"[-9.967056, -13.177844, -2.2182586, -2.104335, -7.056057, -6.9798956, -4.310168, -7.65461, -3.0287213, -1.2562149, -4.692556, -1.6253924]"
11,m,Every police stood by the intersection. He waved at the cars.,uni,outScope,Every| police| stood| by| the| intersection|.| He| waved| at| the| cars|.,"[-9.967056, -13.177844, -2.2182586, -2.104335, -7.056057, -2.7802143, -3.7191708, -5.1236405, -2.1864495, -1.3173997, -3.4027374, -1.8691045]"
11,m,No police stood by the intersection before he waved at the cars.,no,inScope,No| police| stood| by| the| intersection| before| he| waved| at| the| cars|.,"[-10.701135, -8.524006, -1.7886428, -2.6310844, -6.880288, -6.849634, -4.5837774, -7.967783, -2.9037833, -1.2475045, -4.5446873, -1.6947505]"
11,m,No police stood by the intersection. He waved at the cars.,no,outScope,No| police| stood| by| the| intersection|.| He| waved| at| the| cars|.,"[-10.701135, -8.524006, -1.7886428, -2.6310844, -6.880288, -2.5510206, -4.3379, -6.1363583, -2.2304053, -1.3999555, -3.5902643, -2.4920511]"
11,f,A police stood by the intersection before she waved at the cars.,ext,inScope,A| police| stood| by| the| intersection| before| she| waved| at| the| cars|.,"[-9.951789, -12.942155, -2.0446448, -2.1279387, -6.6816144, -6.6095, -4.891428, -6.952494, -2.9292192, -1.1490321, -4.5754213, -1.7901474]"
11,f,A police stood by the intersection. She waved at the cars.,ext,outScope,A| police| stood| by| the| intersection|.| She| waved| at| the| cars|.,"[-9.951789, -12.942155, -2.0446448, -2.1279387, -6.6816144, -2.9840946, -3.664713, -4.7621202, -1.8739029, -1.0949639, -4.2416344, -2.1025083]"
11,f,Every police stood by the intersection before she waved at the cars.,uni,inScope,Every| police| stood| by| the| intersection| before| she| waved| at| the| cars|.,"[-9.967056, -13.177844, -2.2182586, -2.104335, -7.056057, -6.9798956, -5.169271, -7.508486, -2.9372492, -1.373567, -4.5098314, -1.6201115]"
11,f,Every police stood by the intersection. She waved at the cars.,uni,outScope,Every| police| stood| by| the| intersection|.| She| waved| at| the| cars|.,"[-9.967056, -13.177844, -2.2182586, -2.104335, -7.056057, -2.7802143, -4.7449236, -5.3231134, -2.0268106, -1.3551648, -3.4327903, -1.8851157]"
11,f,No police stood by the intersection before she waved at the cars.,no,inScope,No| police| stood| by| the| intersection| before| she| waved| at| the| cars|.,"[-10.701135, -8.524006, -1.7886428, -2.6310844, -6.880288, -6.849634, -5.372766, -7.762491, -2.734161, -1.2334299, -4.3803234, -1.7075388]"
11,f,No police stood by the intersection. She waved at the cars.,no,outScope,No| police| stood| by| the| intersection|.| She| waved| at| the| cars|.,"[-10.701135, -8.524006, -1.7886428, -2.6310844, -6.880288, -2.5510206, -5.119751, -6.216122, -2.0276182, -1.3935735, -3.5049245, -2.596367]"
11,p,A police stood by the intersection before they waved at the cars.,ext,inScope,A| police| stood| by| the| intersection| before| they| waved| at| the| cars|.,"[-9.951789, -12.942155, -2.0446448, -2.1279387, -6.6816144, -6.6095, -3.592981, -7.062528, -4.755795, -1.0276111, -4.534194, -1.7981552]"
11,p,A police stood by the intersection. They waved at the cars.,ext,outScope,A| police| stood| by| the| intersection|.| They| waved| at| the| cars|.,"[-9.951789, -12.942155, -2.0446448, -2.1279387, -6.6816144, -2.9840946, -2.956684, -4.499235, -2.5913734, -1.2458084, -3.4722211, -2.0745993]"
11,p,Every police stood by the intersection before they waved at the cars.,uni,inScope,Every| police| stood| by| the| intersection| before| they| waved| at| the| cars|.,"[-9.967056, -13.177844, -2.2182586, -2.104335, -7.056057, -6.9798956, -3.2253938, -8.034407, -4.4137363, -1.1841387, -4.271866, -1.6477021]"
11,p,Every police stood by the intersection. They waved at the cars.,uni,outScope,Every| police| stood| by| the| intersection|.| They| waved| at| the| cars|.,"[-9.967056, -13.177844, -2.2182586, -2.104335, -7.056057, -2.7802143, -2.652611, -5.883009, -2.6835775, -1.1170925, -2.9757483, -1.808046]"
11,p,No police stood by the intersection before they waved at the cars.,no,inScope,No| police| stood| by| the| intersection| before| they| waved| at| the| cars|.,"[-10.701135, -8.524006, -1.7886428, -2.6310844, -6.880288, -6.849634, -4.152105, -8.078407, -4.974033, -1.2376267, -4.48187, -2.0112214]"
11,p,No police stood by the intersection. They waved at the cars.,no,outScope,No| police| stood| by| the| intersection|.| They| waved| at| the| cars|.,"[-10.701135, -8.524006, -1.7886428, -2.6310844, -6.880288, -2.5510206, -3.194189, -6.3533278, -3.353414, -1.198695, -3.153943, -2.4929686]"
12,m,A researcher hesitated before an experiment before he wandered through the notes.,ext,inScope,A| researcher| hes|itated| before| an| experiment| before| he| wandered| through| the| notes|.,"[-9.886056, -13.643023, -1.1934886, -2.6033459, -7.0821614, -3.5843387, -7.289405, -2.4695487, -10.304204, -3.7439234, -0.64998376, -9.797628, -2.619565]"
12,m,A researcher hesitated before an experiment. He wandered through the notes.,ext,outScope,A| researcher| hes|itated| before| an| experiment|.| He| wandered| through| the| notes|.,"[-9.886056, -13.643023, -1.1934886, -2.6033459, -7.0821614, -3.5843387, -1.6105136, -1.9675705, -8.4601555, -2.4880824, -0.5725823, -9.317149, -3.3327374]"
12,m,Every researcher hesitated before an experiment before he wandered through the notes.,uni,inScope,Every| researcher| hes|itated| before| an| experiment| before| he| wandered| through| the| notes|.,"[-12.956715, -12.284394, -2.659165, -2.9060204, -6.4489584, -2.1854594, -6.9912825, -2.6101775, -11.131926, -3.8446069, -0.44805032, -10.05349, -2.1142185]"
12,m,Every researcher hesitated before an experiment. He wandered through the notes.,uni,outScope,Every| researcher| hes|itated| before| an| experiment|.| He| wandered| through| the| notes|.,"[-12.956715, -12.284394, -2.659165, -2.9060204, -6.4489584, -2.1854594, -1.4433326, -2.870865, -9.60755, -2.5985584, -0.6289524, -8.918761, -2.8749952]"
12,m,No researcher hesitated before an experiment before he wandered through the notes.,no,inScope,No| researcher| hes|itated| before| an| experiment| before| he| wandered| through| the| notes|.,"[-13.668814, -10.833485, -0.9381735, -4.1352973, -7.2378597, -3.9257233, -7.258023, -3.3766086, -11.5241995, -3.815098, -0.5501361, -9.87912, -2.5696573]"
12,m,No researcher hesitated before an experiment. He wandered through the notes.,no,outScope,No| researcher| hes|itated| before| an| experiment|.| He| wandered| through| the| notes|.,"[-13.668814, -10.833485, -0.9381735, -4.1352973, -7.2378597, -3.9257233, -2.09234, -3.1747355, -9.742581, -2.3519185, -0.52909875, -9.920925, -3.0638528]"
12,f,A researcher hesitated before an experiment before she wandered through the notes.,ext,inScope,A| researcher| hes|itated| before| an| experiment| before| she| wandered| through| the| notes|.,"[-9.886056, -13.643023, -1.1934886, -2.6033459, -7.0821614, -3.5843387, -7.289405, -3.5080929, -9.894473, -3.7413878, -0.64967316, -9.646885, -2.5578594]"
12,f,A researcher hesitated before an experiment. She wandered through the notes.,ext,outScope,A| researcher| hes|itated| before| an| experiment|.| She| wandered| through| the| notes|.,"[-9.886056, -13.643023, -1.1934886, -2.6033459, -7.0821614, -3.5843387, -1.6105136, -3.0264876, -8.575929, -2.3304467, -0.5499873, -8.904489, -3.5670066]"
12,f,Every researcher hesitated before an experiment before she wandered through the notes.,uni,inScope,Every| researcher| hes|itated| before| an| experiment| before| she| wandered| through| the| notes|.,"[-12.956715, -12.284394, -2.659165, -2.9060204, -6.4489584, -2.1854594, -6.9912825, -5.1275134, -10.841958, -3.6072226, -0.40446597, -9.940289, -2.0518966]"
12,f,Every researcher hesitated before an experiment. She wandered through the notes.,uni,outScope,Every| researcher| hes|itated| before| an| experiment|.| She| wandered| through| the| notes|.,"[-12.956715, -12.284394, -2.659165, -2.9060204, -6.4489584, -2.1854594, -1.4433326, -5.366582, -9.463448, -2.2453108, -0.56033045, -8.685534, -2.782993]"
12,f,No researcher hesitated before an experiment before she wandered through the notes.,no,inScope,No| researcher| hes|itated| before| an| experiment| before| she| wandered| through| the| notes|.,"[-13.668814, -10.833485, -0.9381735, -4.1352973, -7.2378597, -3.9257233, -7.258023, -5.1970243, -10.83589, -3.6130276, -0.56055385, -9.490664, -2.3100612]"
12,f,No researcher hesitated before an experiment. She wandered through the notes.,no,outScope,No| researcher| hes|itated| before| an| experiment|.| She| wandered| through| the| notes|.,"[-13.668814, -10.833485, -0.9381735, -4.1352973, -7.2378597, -3.9257233, -2.09234, -5.5997715, -9.504405, -2.1243563, -0.49075237, -9.408825, -2.9535217]"
12,p,A researcher hesitated before an experiment before they wandered through the notes.,ext,inScope,A| researcher| hes|itated| before| an| experiment| before| they| wandered| through| the| notes|.,"[-9.886056, -13.643023, -1.1934886, -2.6033459, -7.0821614, -3.5843387, -7.289405, -4.830054, -10.384586, -4.0662527, -0.75246704, -8.55196, -2.347921]"
12,p,A researcher hesitated before an experiment. They wandered through the notes.,ext,outScope,A| researcher| hes|itated| before| an| experiment|.| They| wandered| through| the| notes|.,"[-9.886056, -13.643023, -1.1934886, -2.6033459, -7.0821614, -3.5843387, -1.6105136, -5.2198524, -8.381037, -2.3870986, -0.7020824, -8.644277, -3.132027]"
12,p,Every researcher hesitated before an experiment before they wandered through the notes.,uni,inScope,Every| researcher| hes|itated| before| an| experiment| before| they| wandered| through| the| notes|.,"[-12.956715, -12.284394, -2.659165, -2.9060204, -6.4489584, -2.1854594, -6.9912825, -2.9572034, -11.520007, -3.6168766, -0.49284294, -8.875299, -2.2432258]"
12,p,Every researcher hesitated before an experiment. They wandered through the notes.,uni,outScope,Every| researcher| hes|itated| before| an| experiment|.| They| wandered| through| the| notes|.,"[-12.956715, -12.284394, -2.659165, -2.9060204, -6.4489584, -2.1854594, -1.4433326, -2.5459368, -9.513332, -2.354896, -0.6917634, -8.24696, -3.067411]"
12,p,No researcher hesitated before an experiment before they wandered through the notes.,no,inScope,No| researcher| hes|itated| before| an| experiment| before| they| wandered| through| the| notes|.,"[-13.668814, -10.833485, -0.9381735, -4.1352973, -7.2378597, -3.9257233, -7.258023, -3.5312302, -11.430366, -3.855743, -0.6594435, -9.141028, -2.4956489]"
12,p,No researcher hesitated before an experiment. They wandered through the notes.,no,outScope,No| researcher| hes|itated| before| an| experiment|.| They| wandered| through| the| notes|.,"[-13.668814, -10.833485, -0.9381735, -4.1352973, -7.2378597, -3.9257233, -2.09234, -2.921966, -10.307993, -2.3599913, -0.59214836, -9.590306, -3.168819]"
13,m,A worker stretched during a break before he stumbled on the floor.,ext,inScope,A| worker| stretched| during| a| break| before| he| stumbled| on| the| floor|.,"[-10.671343, -12.983187, -8.145679, -1.0212604, -2.4741297, -5.6203365, -3.729032, -9.941566, -2.6790237, -1.37873, -3.8805285, -2.2310126]"
13,m,A worker stretched during a break. He stumbled on the floor.,ext,outScope,A| worker| stretched| during| a| break|.| He| stumbled| on| the| floor|.,"[-10.671343, -12.983187, -8.145679, -1.0212604, -2.4741297, -2.3675828, -3.6890593, -8.17825, -3.2664008, -1.0017396, -2.9457886, -2.4014072]"
13,m,Every worker stretched during a break before he stumbled on the floor.,uni,inScope,Every| worker| stretched| during| a| break| before| he| stumbled| on| the| floor|.,"[-11.602213, -15.718809, -7.545276, -2.8575766, -4.4609776, -6.186426, -3.9863997, -10.741653, -3.5676894, -1.0462943, -2.8120563, -1.6095424]"
13,m,Every worker stretched during a break. He stumbled on the floor.,uni,outScope,Every| worker| stretched| during| a| break|.| He| stumbled| on| the| floor|.,"[-11.602213, -15.718809, -7.545276, -2.8575766, -4.4609776, -2.06634, -4.4894896, -8.582105, -3.2298825, -0.7811365, -2.626336, -1.7915372]"
13,m,No worker stretched during a break before he stumbled on the floor.,no,inScope,No| worker| stretched| during| a| break| before| he| stumbled| on| the| floor|.,"[-11.687651, -16.421652, -6.2589455, -2.6442196, -3.9358382, -6.9060464, -3.8935657, -9.86256, -2.7748444, -1.3278931, -3.4425566, -1.8633825]"
13,m,No worker stretched during a break. He stumbled on the floor.,no,outScope,No| worker| stretched| during| a| break|.| He| stumbled| on| the| floor|.,"[-11.687651, -16.421652, -6.2589455, -2.6442196, -3.9358382, -2.1827102, -4.7363186, -9.291195, -3.5221157, -0.92565393, -2.6109235, -2.0946827]"
